" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","295.1924324625"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"312","4649","-1106.2370036848","0.0008177415","0.8465824246","1.6450584280","483.5139006077","298.0539375868","185.4599630210","172.8599313257","237.4994211860","-64.6394898603","-70.6961508886","6.0566610283","150.3806108587","106.9312331288","-19.8124228015","-180.4376342758","160.6252114743","5.1488034723","12.2580711985","132.9735028751","0.0002333128","0.0000000000"
"313","17095","-1106.2476930537","0.0008090469","0.8473914714","1.6514310228","483.5202732026","297.9779891675","185.5422840350","172.7839829064","240.1706834766","-67.3867005702","-73.3932318224","6.0065312523","149.9973191059","110.8350102907","-20.6616459200","-181.0607134551","160.3990675351","5.1257355659","12.5568727421","132.3135872703","0.0011235277","0.0000000000"
"314","17109","-1106.2503925259","0.0008068658","0.8481983372","1.6530403454","483.5218825252","300.5405014709","182.9813810543","175.3464952098","242.4763160722","-67.1298208624","-73.1339279765","6.0041071141","150.0632406816","117.0689259462","-24.6558505556","-179.6712729819","155.0154224262","4.8079356785","12.3055683307","132.9381646341","0.0115720383","0.0000000000"
"315","19501","-1106.2543668763","0.0008036654","0.8490020026","1.6554097018","483.5242518815","298.5497180752","184.9745338063","173.3557118142","238.6876041709","-65.3318923567","-71.3811958183","6.0493034616","151.5037251550","106.1583898888","-18.9745108729","-179.9632277816","160.9887169087","5.2530333293","12.6778244125","133.5625919815","0.0102754317","0.0000000000"
"316","6813","-1106.2568123125","0.0008017025","0.8498037051","1.6568675778","483.5257097575","299.4356570269","184.0900527306","174.2416507658","243.2166918803","-68.9750411144","-75.0037303292","6.0286892148","149.6254575911","115.3750470125","-21.7838127233","-179.6843372889","157.9005245656","4.9822817660","12.7813925133","131.8613406958","0.0004426159","0.0000000000"
"317","12443","-1106.2585778383","0.0008002883","0.8506039935","1.6579201171","483.5267622968","298.4824375443","185.0443247525","173.2884312832","236.6587521168","-63.3703208336","-69.4088564237","6.0385355901","152.4657408894","103.3234653902","-19.1304541628","-179.8143894081","160.6839352453","5.2305173365","12.5405679231","134.6821912383","0.0124643915","0.0000000000"
"318","17324","-1106.2597898976","0.0007993189","0.8514033124","1.6586427007","483.5274848804","299.5941430617","183.9333418187","174.4001368007","242.7797840970","-68.3796472963","-74.4208568577","6.0412095614","149.9154210394","115.9703878832","-23.1060248256","-180.6651192152","157.5590943896","4.8918033703","12.2124680863","132.7945925809","0.0165570019","0.0000000000"
"319","9549","-1106.2691586163","0.0007918653","0.8521951777","1.6642279742","483.5330701539","298.7244523466","184.8086178073","173.5304460855","239.5459318089","-66.0154857234","-72.0248733945","6.0093876711","150.1447460209","110.4124599607","-21.0112741727","-180.6179279176","159.6066537449","5.0549079480","12.1675008401","132.9219571997","0.0003800332","0.0000000000"
"320","9762","-1106.2707727556","0.0007905881","0.8529857658","1.6651902626","483.5340324423","299.2142275431","184.3198048992","174.0202212820","241.0085118762","-66.9882905942","-72.9954125638","6.0071219695","150.6667476144","112.3412248592","-21.9994605974","-179.4294819455","157.4300213481","4.9602079924","12.6824931662","133.0231745339","0.0008719218","0.0000000000"
"321","12183","-1106.2744280206","0.0007877036","0.8537734694","1.6673693924","483.5362115721","299.1033298882","184.4328816839","173.9093236271","237.4215390407","-63.5122154135","-69.5209062745","6.0086908610","152.4591295966","103.7708866367","-18.8084771927","-179.3448747436","160.5363975509","5.2432497505","12.3340623106","134.8643483664","0.0174691691","0.0000000000"
"322","3086","-1106.2791230333","0.0007840140","0.8545574834","1.6701683803","483.5390105600","298.0712446965","185.4677658636","172.8772384354","238.1836059811","-65.3063675457","-71.3591634444","6.0527958987","150.3835827009","107.5978125835","-19.7977893033","-180.4270409365","160.6292516331","5.1500114026","12.2633073154","132.9700228735","0.0002411094","0.0000000000"
"323","12233","-1106.2844167576","0.0007798746","0.8553373580","1.6733242972","483.5421664769","297.9928586921","185.5493077848","172.7988524310","239.8408988316","-67.0420464006","-73.0632387273","6.0211923267","149.9673135836","110.5252812344","-20.6516959864","-181.0617316822","160.4100356958","5.1275464288","12.5557756460","132.2828433109","0.0011481979","0.0000000000"
"324","19593","-1106.2922698576","0.0007737742","0.8561111322","1.6780060165","483.5468481962","299.3040455584","184.2428026378","174.1100392973","243.0734331185","-68.9633938211","-74.9866977770","6.0233039559","149.8765393745","115.0452899484","-21.8483962044","-179.6069969597","157.7586007553","4.9754632186","12.8723607655","132.0276845731","0.0010308173","0.0000000000"
"325","18001","-1106.2993143460","0.0007683425","0.8568794746","1.6822056723","483.5510478521","299.6163274370","183.9347204150","174.4223211759","239.6479482046","-65.2256270286","-71.3068576148","6.0812305861","149.3563555737","113.7977611227","-23.5061684918","-180.8588203691","157.3526518773","4.9212212822","12.6395004306","131.7833642455","0.0122696153","0.0000000000"
"326","9813","-1106.3073010921","0.0007622304","0.8576417050","1.6869670664","483.5558092461","298.4318726316","185.1239366145","173.2378663705","240.9623396972","-67.7244733267","-73.7518881605","6.0274148338","149.6937057145","112.4122883828","-21.1436544001","-180.7411035445","159.5974491444","5.0779180279","12.1893759273","132.4262197805","0.0001919788","0.0000000000"
"327","12453","-1106.3103754280","0.0007598906","0.8584015956","1.6887998684","483.5576420481","298.6031295923","184.9545124558","173.4091233312","237.2482287287","-63.8391053974","-69.8541009717","6.0149955742","152.3008543950","104.2448807118","-19.2975063782","-179.7455105519","160.4480041737","5.2185951562","12.3933099387","134.6748843683","0.0140649319","0.0000000000"
"328","7447","-1106.3110250789","0.0007593971","0.8591609927","1.6891871655","483.5580293453","298.1357476360","185.4222817093","172.9417413749","238.9348466281","-65.9931052532","-72.0400098400","6.0469045868","150.7712147519","108.4563059955","-20.2926741193","-180.3200722668","160.0273981474","5.1266814146","12.3251854029","133.3182942815","0.0010536530","0.0000000000"
"329","14040","-1106.3222436485","0.0007509254","0.8599119180","1.6958752496","483.5647174294","298.3229271341","185.2417902952","173.1289208730","239.3701250689","-66.2412041958","-72.2850136454","6.0438094496","150.9759335487","108.9799611472","-20.5857696270","-179.9904130243","159.4046433973","5.0969062413","12.2650492331","133.6130147895","0.0009632848","0.0000000000"
"330","11607","-1106.3298019739","0.0007452710","0.8606571890","1.7003812356","483.5692234153","298.0648088639","185.5044145514","172.8708026028","239.3264651749","-66.4556625721","-72.4585292176","6.0028666455","150.4324982292","109.7329433152","-20.8389763695","-180.6337086667","159.7947322972","5.0904971311","12.2049057840","133.1359064572","0.0011888569","0.0000000000"
"331","6830","-1106.3305325903","0.0007447267","0.8614019158","1.7008168013","483.5696589810","298.4628676228","185.1067913581","173.2688613618","238.3206617745","-65.0518004128","-71.0926921555","6.0408917427","151.2996674798","105.7502739494","-18.7292796546","-180.3141462850","161.5848666303","5.2794577028","12.7495498990","133.2616006109","0.0090592671","0.0000000000"
"332","14471","-1106.3342307673","0.0007419777","0.8621438934","1.7030215136","483.5718636933","300.9193767128","182.6524869806","175.7253704517","244.6653996901","-68.9400292384","-74.9125741228","5.9725448845","150.9737445240","118.4798855113","-24.7882303453","-179.1171104707","154.3288801254","4.7546130091","12.4768244163","133.7196770927","0.0226300059","0.0000000000"
"333","9743","-1106.3475010992","0.0007321964","0.8628760898","1.7109327803","483.5797749600","299.2429931265","184.3367818336","174.0489868654","240.6071287494","-66.5581418840","-72.5654328671","6.0072909831","150.6748138283","111.8989945908","-21.9666796696","-179.4223585147","157.4556788451","4.9647583219","12.6839663574","133.0252139420","0.0008752069","0.0000000000"
"334","17763","-1106.3482158458","0.0007316733","0.8636077631","1.7113588851","483.5802010648","299.7405246650","183.8396763998","174.5465184039","243.0875473801","-68.5410289761","-74.5781873876","6.0371584115","149.7955814553","116.4573349748","-23.1653690500","-180.5724926905","157.4071236404","4.8836798172","12.1809169705","132.7140404919","0.0169441757","0.0000000000"
"335","6782","-1106.3571207945","0.0007251867","0.8643329498","1.7166676765","483.5855098562","298.4629878433","185.1225220130","173.2689815822","238.0062786366","-64.7372970544","-70.7973370063","6.0600399519","151.3216241092","105.4054563698","-18.7208018424","-180.3182799565","161.5974781141","5.2769759804","12.7371429169","133.2976132550","0.0098919569","0.0000000000"
"336","12282","-1106.3716183747","0.0007147491","0.8650476988","1.7253105820","483.5941527617","299.2530868571","184.3410659045","174.0590805961","241.7123363096","-67.6532557135","-73.6319458265","5.9786901130","150.6299254630","113.3134480791","-22.2310372325","-179.8506040651","157.6195668326","4.9641429587","12.7481664455","132.9167707152","0.0008453435","0.0000000000"
"337","6717","-1106.3727908132","0.0007139116","0.8657616104","1.7260095452","483.5948517249","298.4467252955","185.1481264294","173.2527190344","240.1623671263","-66.9096480919","-72.9474743692","6.0378262773","150.1355240144","110.5701585695","-20.5433154577","-180.5414273774","159.9981119197","5.1041709165","12.4505238304","132.5801980423","0.0006312252","0.0000000000"
"338","16515","-1106.3730857490","0.0007137010","0.8664753114","1.7261853746","483.5950275544","299.1478397227","184.4471878317","173.9538334616","237.1310948394","-63.1772613778","-69.1643328913","5.9870715135","151.5920977602","106.6237951084","-21.0847980292","-182.3013432183","161.2165451890","5.1527693087","13.2149094444","133.2210719710","0.0033470361","0.0000000000"
"339","6666","-1106.3768187336","0.0007110418","0.8671863532","1.7284108380","483.5972530177","299.9329924355","183.6642605822","174.7389861744","243.2227938293","-68.4838076548","-74.5224209247","6.0386132699","149.9440217070","116.7757882265","-23.4970161042","-180.2041384848","156.7071223806","4.8457650947","12.0827948728","133.0001743047","0.0152874347","0.0000000000"
"340","9821","-1106.3797478126","0.0007089621","0.8678953153","1.7301570434","483.5989992231","300.6878004403","182.9111987828","175.4937941792","243.7426449824","-68.2488508032","-74.2374882563","5.9886374532","150.6998746991","118.1408995641","-25.0981292808","-179.4252559496","154.3271266688","4.7201338000","12.3253695415","133.6330910570","0.0212803005","0.0000000000"
"341","2586","-1106.3840842052","0.0007058944","0.8686012097","1.7327422356","483.6015844153","299.2254846815","184.3760997338","174.0314784204","241.1941482180","-67.1626697976","-73.1792398761","6.0165700785","150.3280344646","111.6338675932","-20.7677538398","-180.8203834892","160.0526296494","5.1369095245","12.8851044332","132.3028533737","0.0031671332","0.0000000000"
"342","19193","-1106.3966236788","0.0006970982","0.8692983079","1.7402177924","483.6090599722","297.9509432619","185.6581167102","172.7569370008","238.6567082468","-65.8997712459","-71.9124580655","6.0126868196","150.1933738608","109.0602484526","-20.5969140666","-180.9765606521","160.3796465855","5.1126257060","12.2771524393","132.8022237181","0.0013719974","0.0000000000"
"343","3146","-1106.4081003557","0.0006891435","0.8699874514","1.7470597503","483.6159019301","300.4259537770","183.1899481530","175.2319475159","240.3352108123","-65.1031297386","-71.1211267795","6.0179970409","150.1578356862","113.6002361708","-23.4228610447","-180.3944828200","156.9716217753","4.9043232972","12.4137591185","132.8241572683","0.0155960022","0.0000000000"
"344","13106","-1106.4142991631","0.0006848849","0.8706723363","1.7507552433","483.6195974230","298.5909913619","185.0286060611","173.3969851008","238.8644498028","-65.4675445156","-71.5292253521","6.0616808365","151.1238766225","106.5084073443","-18.7678341640","-180.2122804347","161.4444462707","5.2730049050","12.7381668073","133.1025018002","0.0102031099","0.0000000000"
"345","19242","-1106.4149875966","0.0006844135","0.8713567498","1.7511656612","483.6200078409","301.0675933049","182.5524145360","175.8735870439","242.2255773831","-66.3519903392","-72.3201174976","5.9681271584","150.8424234514","113.7826047590","-22.3994508273","-177.9146991761","155.5152483488","4.9579234323","12.9853021814","132.8749875047","0.0242103331","0.0000000000"
"346","17069","-1106.4238222366","0.0006783936","0.8720351434","1.7564325373","483.6252747170","298.8319149559","184.7933597611","173.6379086948","244.0930283128","-70.4551196180","-76.5196018042","6.0644821862","149.5647101966","117.3385793269","-22.8102612107","-182.2766269450","159.4663657343","5.0466534437","12.8206523757","131.6870309422","0.0103734350","0.0000000000"
"347","14777","-1106.4294033707","0.0006746180","0.8727097614","1.7597597970","483.6286019767","300.3596003288","183.2690016480","175.1655940677","242.8187808163","-67.6531867486","-73.6971625144","6.0439757659","150.1617008069","116.8431703740","-24.1860903647","-179.9816756371","155.7955852724","4.8050280948","12.6252196153","132.7080642683","0.0233888285","0.0000000000"
"348","21707","-1106.4321892486","0.0006727412","0.8733825025","1.7614206313","483.6302628111","299.2285265171","184.4017362939","174.0345202560","237.7203523711","-63.6858321150","-69.6880356244","6.0022035094","151.1743250085","108.1076043326","-21.5615769701","-179.8683915836","158.3068146136","5.0020627848","12.5792386456","133.5923197865","0.0007037917","0.0000000000"
"349","24712","-1106.4370412410","0.0006694849","0.8740519875","1.7643132045","483.6331553842","299.5150667516","184.1180886327","174.3210604905","239.2396255114","-64.9185650209","-70.9517254354","6.0331604144","150.3951534624","112.1487324952","-23.3042604462","-181.4360679375","158.1318074913","4.9513248159","13.0151839132","132.4159830682","0.0126616651","0.0000000000"
"350","14650","-1106.4386981802","0.0006683766","0.8747203640","1.7653010086","483.6341431883","298.8257039332","184.8084392551","173.6316976721","238.6759221067","-65.0442244346","-71.0277400973","5.9835156627","152.6145143789","105.4293973428","-19.3679896151","-179.4101182364","160.0421286213","5.2271926627","12.4804252359","134.8944245184","0.0124719619","0.0000000000"
"351","7081","-1106.4387524626","0.0006683403","0.8753887043","1.7653333697","483.6341755494","298.6100517616","185.0241237878","173.4160455005","240.8337502075","-67.4177047070","-73.4542992893","6.0365945823","150.3935100897","111.2676774018","-20.8274372840","-180.4222482343","159.5948109503","5.0921713904","12.3353463412","132.9657265641","0.0002657940","0.0000000000"
"352","12219","-1106.4543635857","0.0006579878","0.8760466920","1.7746401270","483.6434823067","298.6555429693","184.9879393374","173.4615367082","238.1884100907","-64.7252429434","-70.7355033763","6.0102604329","151.5031809365","105.7145950223","-19.0293658680","-180.0964375701","161.0670717021","5.2571890466","12.6713342702","133.5631853013","0.0114723183","0.0000000000"
