" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.1615549226"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"664","23291","-1252.9812789202","0.0001165360","0.9796631438","3.5867088508","569.2271738303","365.1409048239","204.0862690064","231.0044695441","312.9727656110","-81.9682960668","-88.1040064409","6.1357103741","146.7167790176","193.6946056001","-27.4386190068","-181.6327992254","154.1941802186","4.2987202071","9.7168441908","132.7012146196","0.0000000000","0.0000000000"
"665","12443","-1252.9836960450","0.0001162546","0.9797793984","3.5881498486","569.2286148281","367.1733931546","202.0552216734","233.0369578749","320.5381819574","-87.5012240825","-93.7196716779","6.2184475954","147.8499570603","199.9938025821","-27.3055776850","-179.2006102515","151.8950325665","4.3839559290","10.6778033042","132.7881978271","0.0000000000","0.0000000000"
"666","2889","-1252.9869678473","0.0001158749","0.9798952733","3.5901003726","569.2305653521","366.9470622895","202.2835030626","232.8106270097","320.6470120897","-87.8363850800","-94.0664984257","6.2301133457","146.2779028200","200.2684251459","-25.8993158762","-178.7181464961","152.8188306199","4.4772204119","10.3560044822","131.4446779259","0.0000000000","0.0000000000"
"667","23085","-1252.9889140094","0.0001156496","0.9800109229","3.5912606004","569.2317255798","365.9806335762","203.2510920036","231.8441982965","315.9925250395","-84.1483267431","-90.3806368662","6.2323101232","148.3579692239","194.6975152042","-27.0629593886","-179.2498977765","152.1869383879","4.4400536583","10.0520337887","133.8658817769","0.0000000000","0.0000000000"
"668","28532","-1252.9900648305","0.0001155166","0.9801264394","3.5919466761","569.2324116555","364.2375167117","204.9948949439","230.1010814319","298.9078963644","-68.8068149325","-74.7754479292","5.9686329968","148.5801462687","177.8217282150","-27.4939781193","-183.7949331614","156.3009550421","4.5029982988","10.6517309665","133.4254170034","0.0000000000","0.0000000000"
"669","17471","-1252.9923139912","0.0001152570","0.9802416965","3.5932875401","569.2337525196","367.6621989316","201.5715535879","233.5257636519","320.3878586995","-86.8620950476","-93.1223119635","6.2602169159","146.9440996808","198.6108000979","-25.1670410792","-177.0001432036","151.8331021245","4.4722968546","10.6313802244","131.8404226018","0.0000000000","0.0000000000"
"670","21495","-1252.9941368577","0.0001150471","0.9803567436","3.5943742637","569.2348392432","364.1172406695","205.1175985737","229.9808053898","305.5635377679","-75.5827323781","-81.6503812164","6.0676488383","146.0902626815","183.5477614851","-24.0744863986","-180.4075992990","156.3331129004","4.5502333842","10.4836179732","131.0564113241","0.0000000000","0.0000000000"
"671","17398","-1253.0020765296","0.0001141373","0.9804708809","3.5991075939","569.2395725733","366.2433303216","202.9962422518","232.1068950418","317.6516029538","-85.5447079119","-91.7531562647","6.2084483528","147.9590695025","197.5428293322","-27.8502958809","-182.0843852612","154.2340893802","4.4348883854","10.5938882643","132.9302928528","0.0000000000","0.0000000000"
"672","23225","-1253.0029389297","0.0001140389","0.9805849198","3.5996217240","569.2400867035","366.1677120695","203.0723746340","232.0312767898","305.3680690637","-73.3367922739","-79.4381256707","6.1013333968","145.7759623195","185.7586110224","-26.1665042782","-177.1498595708","150.9833552925","4.2926921550","10.0022739309","131.4809962335","0.0000000000","0.0000000000"
"673","2881","-1253.0149015353","0.0001126828","0.9806976027","3.6067533741","569.2472183536","366.2546345497","202.9925838039","232.1181992700","310.0341967921","-77.9159975221","-84.0807434362","6.1647459141","147.0509286401","188.7925254393","-25.8092572873","-177.4538630939","151.6446058066","4.4514907859","10.5443313607","132.0551064935","0.0000000000","0.0000000000"
"674","9879","-1253.0154169788","0.0001126248","0.9808102275","3.6070606619","569.2475256413","367.0944617212","202.1530639202","232.9580264414","320.0082584591","-87.0499695885","-93.2966558286","6.2466862401","145.5699358811","203.6133138208","-29.1749912427","-178.9668480972","149.7918568545","4.2491555297","10.5024417603","130.8183385911","0.0000000000","0.0000000000"
"675","12805","-1253.0181193251","0.0001123208","0.9809225483","3.6086716979","569.2491366773","367.5912404337","201.6578962437","233.4548051540","320.0350605579","-86.5802554040","-92.8868139777","6.3065585737","147.4081668893","198.1794945696","-25.5526009010","-177.1848041972","151.6322032961","4.4621594748","11.0234967741","131.9225106405","0.0000000000","0.0000000000"
"676","27731","-1253.0201992990","0.0001120875","0.9810346358","3.6099116991","569.2503766786","364.6420112901","204.6083653885","230.5055760103","299.5408733617","-69.0352973513","-75.0468869009","6.0115895496","146.0447512742","181.3182560384","-27.8221339510","-181.6154846713","153.7933507203","4.3361073247","9.7301229736","131.9785209758","0.0000000000","0.0000000000"
"677","30356","-1253.0262095773","0.0001114158","0.9811460516","3.6134947983","569.2539597778","364.3762370717","204.8777227060","230.2398017920","302.6515058333","-72.4117040413","-78.4751902809","6.0634862396","146.5781946729","182.2364815302","-26.1631703699","-181.6910512719","155.5278809021","4.4359311239","10.2190970617","131.9231664873","0.0000000000","0.0000000000"
"678","29661","-1253.0276368179","0.0001112569","0.9812573085","3.6143456648","569.2548106443","363.4399444745","205.8148661698","229.3035091947","301.7672803307","-72.4637711360","-78.5271178188","6.0633466828","146.2819444097","181.6053815302","-26.1200456092","-182.9882151068","156.8681694977","4.4094969044","10.2503740900","131.6220734152","0.0000000000","0.0000000000"
"679","24426","-1253.0302421702","0.0001109674","0.9813682759","3.6158988767","569.2563638561","364.5229433133","204.7334205428","230.3865080335","300.3956115464","-70.0091035128","-76.0328292188","6.0237257060","148.4007925985","177.2928634394","-25.2980444915","-181.9259647172","156.6279202256","4.5280936723","10.8513577444","133.0213411818","0.0000000000","0.0000000000"
"680","25171","-1253.0401834959","0.0001098697","0.9814781456","3.6218255166","569.2622904961","367.9313753023","201.3309151937","233.7949400226","322.0822424748","-88.2873024522","-94.5886819209","6.3013794687","145.7349822256","202.1937739213","-25.8465136721","-176.7301866750","150.8836730029","4.4509038304","10.9740626330","130.3100157623","0.0000000000","0.0000000000"
"681","4835","-1253.0406856447","0.0001098146","0.9815879601","3.6221248786","569.2625898581","366.4402143845","202.8223754736","232.3037791047","316.9381738769","-84.6343947722","-90.8607133199","6.2263185477","146.1632176427","197.0857333034","-26.3107770692","-180.2260266345","153.9152495653","4.4846705889","10.3590672539","131.3194797999","0.0000000000","0.0000000000"
"682","20656","-1253.0418776339","0.0001096837","0.9816976439","3.6228354972","569.2633004767","367.7525919739","201.5107085028","233.6161566941","318.5178020398","-84.9016453457","-91.3923913874","6.4907460417","147.3801614520","193.6306121956","-22.4929716078","-173.0524901809","150.5595185731","4.5192443856","10.7203527098","132.1405643566","0.0000000000","0.0000000000"
"683","5301","-1253.0587393351","0.0001078498","0.9818054937","3.6328878016","569.2733527811","366.5266870605","202.7466657205","232.3902517808","317.9195136173","-85.5292618365","-91.8454420901","6.3161802536","145.7434518663","199.9961015631","-27.8200398122","-180.1159195939","152.2958797817","4.3561668447","9.9508239130","131.4364611086","0.0000000000","0.0000000000"
"684","17775","-1253.0597259663","0.0001077434","0.9819132371","3.6334759936","569.2739409730","366.3521239834","202.9218169897","232.2156887036","317.6711113763","-85.4554226726","-91.7579312023","6.3025085297","147.5091698166","195.0057808607","-24.8438393010","-178.6304945434","153.7866552424","4.5795877782","10.7429266189","132.1866554195","0.0000000000","0.0000000000"
"685","30779","-1253.0598391193","0.0001077312","0.9820209683","3.6335434511","569.2740084305","364.0089832275","205.2650252030","229.8725479478","299.6444399957","-69.7718920479","-75.8211350077","6.0492429597","147.6643824858","179.0543916302","-27.0743341204","-182.9811619771","155.9068278568","4.4142556351","10.2526907990","132.9974360518","0.0000000000","0.0000000000"
"686","15273","-1253.0615525730","0.0001075468","0.9821285151","3.6345649470","569.2750299264","366.3131694248","202.9618605016","232.1767341451","318.2197228121","-86.0429886670","-92.2273329068","6.1843442397","146.9931559554","199.2621124858","-28.0355456291","-180.3715682747","152.3360226456","4.3356096712","10.0478390685","132.6097072158","0.0000000000","0.0000000000"
"687","3801","-1253.0646437026","0.0001072149","0.9822357300","3.6364077608","569.2768727403","366.6507790316","202.6260937087","232.5143437518","314.5184914645","-82.0041477127","-88.2721420376","6.2679943249","146.7599121905","195.4366605064","-27.6780812324","-180.1607009757","152.4826197433","4.3647416590","9.9862238899","132.4089466416","0.0000000000","0.0000000000"
"688","7532","-1253.0765960123","0.0001059410","0.9823416711","3.6435332729","569.2839982523","368.7941925523","200.4898057001","234.6577572725","322.1315739151","-87.4738166426","-93.7137431126","6.2399264700","146.6541717691","202.1737566776","-26.6963545315","-177.4297022902","150.7333477587","4.3888892705","9.7631128382","132.5021696604","0.0000000000","0.0000000000"
"689","27263","-1253.0772071602","0.0001058763","0.9824475474","3.6438976160","569.2843625954","367.3254671162","201.9588954792","233.1890318365","303.7243307892","-70.5352989527","-76.5659413782","6.0306424255","149.5167995951","181.3141667157","-27.1066355216","-176.9956099304","149.8889744088","4.1828113708","9.0292315754","136.3047566489","0.0000000000","0.0000000000"
"690","25919","-1253.0883135331","0.0001047069","0.9825522543","3.6505188127","569.2909837922","367.1422857215","202.1486980707","233.0058504418","317.5383893198","-84.5325388781","-90.8471634507","6.3146245726","147.1555095698","195.8788530713","-25.4959733213","-178.1003132635","152.6043399422","4.5030588256","10.5410866594","132.1113640848","0.0000000000","0.0000000000"
"691","27980","-1253.0958136741","0.0001039245","0.9826561788","3.6549901113","569.2954550908","364.4572440090","204.8382110817","230.3208087293","298.2875197251","-67.9667109958","-73.9795905010","6.0128795052","146.3532692199","178.8252385964","-26.8909880911","-181.6445926003","154.7536045092","4.4009766882","10.1413593070","131.8109332247","0.0000000000","0.0000000000"
"692","3778","-1253.1049373667","0.0001029807","0.9827591595","3.6604293095","569.3008942890","366.2780834241","203.0228108649","232.1416481444","324.7596636777","-92.6180155334","-98.8723902241","6.2543746908","145.7789986122","206.6574571602","-27.6767920947","-180.1880767785","152.5112846838","4.4058912160","9.9573212901","131.4157861061","0.0000000000","0.0000000000"
"693","10581","-1253.1086181158","0.0001026023","0.9828617618","3.6626236320","569.3030886115","365.6897727653","203.6133158462","231.5533374856","295.6334697838","-64.0801322982","-70.0786894182","5.9985571200","148.5384080083","175.4532635860","-28.3582018105","-182.1807513988","153.8225495882","4.2646966346","9.8552804132","134.4184309604","0.0000000000","0.0000000000"
"694","19020","-1253.1183578897","0.0001016079","0.9829633697","3.6684301144","569.3088950939","366.5171025966","202.7917924973","232.3806673169","318.0018154882","-85.6211481713","-91.8130666132","6.1919184419","146.7943236057","198.8961258851","-27.6886340026","-180.6067127667","152.9180787641","4.3979218030","10.5986545546","131.7977472480","0.0000000000","0.0000000000"
"695","23228","-1253.1199703691","0.0001014441","0.9830648139","3.6693914133","569.3098563928","366.7326370383","202.5772193545","232.5962017586","323.1674698413","-90.5712680827","-96.8044778081","6.2332097254","145.2553919313","204.0856082173","-26.1735303073","-179.0977486711","152.9242183639","4.5257799325","10.0509281937","130.6786838051","0.0000000000","0.0000000000"
"696","7924","-1253.1225892969","0.0001011788","0.9831659927","3.6709527184","569.3114176978","364.3484163305","204.9630013674","230.2119810507","302.7211358811","-72.5091548304","-78.5667863401","6.0576315097","148.5493071242","181.9841779462","-27.8123491893","-185.1680844435","157.3557352541","4.6115582621","10.5548064901","133.3829423720","0.0000000000","0.0000000000"
"697","29856","-1253.1250127039","0.0001009339","0.9832669266","3.6723974614","569.3128624409","363.6331177108","205.6797447300","229.4966824311","299.0986273161","-69.6019448850","-75.6206194262","6.0186745411","147.4579175976","179.9273128478","-28.2866031293","-185.3808638193","157.0942606899","4.4682993827","10.1658681728","132.8237500421","0.0000000000","0.0000000000"
"698","25556","-1253.1308211792","0.0001003493","0.9833672759","3.6758602532","569.3163252327","366.9337988107","202.3825264220","232.7973635310","316.2920386900","-83.4946751590","-89.6102142400","6.1155390810","148.6889275174","194.2935977095","-26.6904865369","-178.3259772238","151.6354906869","4.4123765278","9.8612678874","134.4152831022","0.0000000000","0.0000000000"
"699","8011","-1253.1393626513","0.0000994959","0.9834667718","3.6809523538","569.3214173332","367.1216098570","202.1998074762","232.9851745773","319.4496470850","-86.4644725077","-92.7171829564","6.2527104487","147.2699674231","197.7300593968","-25.5503797350","-180.3154280937","154.7650483588","4.6036387688","10.8058430350","131.8604856193","0.0000000000","0.0000000000"
"700","21515","-1253.1399603899","0.0000994364","0.9835662082","3.6813087028","569.3217736823","364.4614433893","204.8603302929","230.3250081096","301.7626205859","-71.4376124764","-77.5364702312","6.0988577549","147.2011954144","178.3729560857","-23.8115309141","-180.6835350591","156.8720041450","4.5982097193","11.0043905503","131.5985951448","0.0000000000","0.0000000000"
"701","31261","-1253.1481793718","0.0000986225","0.9836648307","3.6862085469","569.3266735264","361.7809662417","207.5457072847","227.6445309619","292.7018985837","-65.0573676218","-71.0605492677","6.0031816459","149.0174433667","170.4472279444","-26.7627727274","-185.7581626972","158.9953899698","4.5254755836","10.2293068749","134.2626609081","0.0000000000","0.0000000000"
"702","27117","-1253.1493220329","0.0000985099","0.9837633406","3.6868897580","569.3273547374","364.4841428743","204.8432118632","230.3477075946","301.0762263991","-70.7285188045","-76.7016539934","5.9731351889","146.3269466642","183.3349738859","-28.5856941510","-182.0810957282","153.4954015772","4.2524178698","9.8857571179","132.1887716765","0.0000000000","0.0000000000"
"703","7437","-1253.1498778349","0.0000984551","0.9838617957","3.6872211060","569.3276860855","365.8114614363","203.5162246491","231.6750261566","317.4616849652","-85.7866588087","-91.9152245707","6.1285657621","148.8683879931","196.5072351965","-27.9139382244","-180.9737770494","153.0598388251","4.4142626796","9.9017500998","134.5523752137","0.0000000000","0.0000000000"
"704","27945","-1253.1536972105","0.0000980798","0.9839598755","3.6894980723","569.3299630518","363.7074093155","205.6225537363","229.5709740358","294.4576990570","-64.8867250212","-70.8438929608","5.9571679396","147.6963986940","173.6455030251","-26.8842026622","-182.9610574530","156.0768547909","4.3306764288","10.3896768558","132.9760454094","0.0000000000","0.0000000000"
